,Account Number,Transaction Date,Value,Current Balance
19655,49253709,2023-02-05,-209.45,579.46
19670,49310474,2023-02-05,,975.75
19685,49400211,2023-02-05,,828.78
19700,49410021,2023-02-05,,621.24
19715,49427302,2023-02-05,,471.93
19730,49441522,2023-02-05,,285.74
19745,49454023,2023-02-05,,1424.13
19760,49459559,2023-02-05,,467.56
19775,49467252,2023-02-05,59.15,568.5
19790,49516533,2023-02-05,61.84,-640.82
19805,49520335,2023-02-05,,171.95
19820,49533543,2023-02-05,-986.7,-1005.47
19835,49534905,2023-02-05,,383.91
19850,49536707,2023-02-05,147.37,-350.93
19865,49540328,2023-02-05,-93.03,144.79000000000002
19880,49550154,2023-02-05,76.04,131.48
19895,49581833,2023-02-05,,-1817.13
19910,49696722,2023-02-05,,208.0
19925,49834565,2023-02-05,,123.56
19940,49840526,2023-02-05,-200.77,356.58
19955,49941860,2023-02-05,,783.49
19970,49961732,2023-02-05,,822.25
19985,49966528,2023-02-05,176.37,742.5699999999999
20000,50018070,2023-02-05,112.93,-92.7299999999999
20015,50024545,2023-02-05,,952.0
20030,50031425,2023-02-05,,1303.84
20045,50114041,2023-02-05,,60.83
20060,50115324,2023-02-05,,326.5
20075,50122119,2023-02-05,,1006.04
20090,50132654,2023-02-05,168.74,810.5699999999999
20105,50150279,2023-02-05,-74.52,492.72
20120,50161801,2023-02-05,,825.74
20135,50217872,2023-02-05,,108.38000000000012
20150,50219545,2023-02-05,,1605.8200000000002
20165,50231864,2023-02-05,,-9.53000000000003
20180,50276595,2023-02-05,,484.47
20195,50324230,2023-02-05,-209.64,735.51
20210,50335174,2023-02-05,-99.24,551.74
20225,50360111,2023-02-05,183.09,417.86
20240,50402197,2023-02-05,144.99,-635.3599999999998
20255,50428641,2023-02-05,-102.38,169.13
20270,50463777,2023-02-05,,59.49999999999999
20285,50520009,2023-02-05,,824.4499999999999
20300,50547726,2023-02-05,,865.0699999999999
20315,50610780,2023-02-05,-2112.8,-1609.1500000000003
20330,50624960,2023-02-05,,-21.73
20345,50627436,2023-02-05,-103.36,158.96999999999997
20360,50647892,2023-02-05,332.07,814.07
20375,50693024,2023-02-05,-100.33,219.25
20390,50756739,2023-02-05,,256.95
20405,50772829,2023-02-05,,47.57
20420,50813708,2023-02-05,-62.86,210.93
20435,50837270,2023-02-05,,655.16
20450,50880352,2023-02-05,-133.1,-120.64
20465,50887252,2023-02-05,772.5,1174.1
20480,50893310,2023-02-05,,185.13
20495,50959802,2023-02-05,,2160.56
20510,51079213,2023-02-05,-328.15999999999997,465.6500000000001
20525,51102699,2023-02-05,,569.97
20540,51122335,2023-02-05,,69.04000000000002
20555,51198722,2023-02-05,,559.63
20570,51266306,2023-02-05,-118.23,1259.2
20585,51272805,2023-02-05,43.28,-489.49
20600,51298007,2023-02-05,-848.7,-347.83
20615,51313899,2023-02-05,-119.88,560.61
20630,51325070,2023-02-05,40.03,1088.22
20645,51353910,2023-02-05,,523.88
20660,51358248,2023-02-05,,43.74000000000001
20675,51389636,2023-02-05,,631.3299999999999
20690,51398784,2023-02-05,,909.2
20705,51401655,2023-02-05,200.77,1116.61
20720,51435617,2023-02-05,-87.66,163.47000000000003
20735,51450938,2023-02-05,,157.37
20750,51471469,2023-02-05,-103.21,507.9800000000001
20765,51493379,2023-02-05,,505.67
20780,51504474,2023-02-05,,459.35
20795,51653690,2023-02-05,,329.61
20810,51653868,2023-02-05,,412.6
20825,51718829,2023-02-05,-679.47,-1324.42
20840,51771015,2023-02-05,-159.59,803.8
20855,51774315,2023-02-05,,291.01
20870,51793205,2023-02-05,,2617.45
20885,51906599,2023-02-05,,85.57999999999998
20900,52104303,2023-02-05,,833.69
20915,52117174,2023-02-05,-91.78,720.62
20930,52125171,2023-02-05,101.6,1320.1799999999998
20945,52127978,2023-02-05,,84.8
20960,52141048,2023-02-05,,288.20000000000005
20975,52146995,2023-02-05,-157.28,670.22
20990,52203356,2023-02-05,20.609999999999985,1003.25
21005,52213806,2023-02-05,,597.62
21020,52230539,2023-02-05,,371.1
21035,52264506,2023-02-05,139.1,1060.3
21050,52310499,2023-02-05,,1007.51
21065,52317175,2023-02-05,,25.94
21080,52365238,2023-02-05,,822.17
21095,52366360,2023-02-05,,492.75
21110,52390463,2023-02-05,,-544.45
21125,52436120,2023-02-05,,1014.13
21140,52442629,2023-02-05,,-648.15
21155,52461586,2023-02-05,,1352.1
21170,52468167,2023-02-05,,429.06
21185,52480554,2023-02-05,,132.81
21200,52560688,2023-02-05,,793.51
21215,52747145,2023-02-05,,602.19
21230,52756904,2023-02-05,114.03,424.72
21245,52805510,2023-02-05,,580.66
21260,52814597,2023-02-05,,-922.21
21275,52835507,2023-02-05,-696.7900000000001,-509.7900000000001
21290,52840001,2023-02-05,,732.79
21305,52855120,2023-02-05,,1130.36
21320,52911248,2023-02-05,-131.72,31.19000000000005
21335,52973634,2023-02-05,,974.28
21350,52996436,2023-02-05,,795.71
21365,53006272,2023-02-05,,896.3000000000001
21380,53010345,2023-02-05,,131.63
21395,53046005,2023-02-05,,700.47
21410,53059420,2023-02-05,,304.1
21425,53079883,2023-02-05,-265.81,223.54
21440,53085668,2023-02-05,31.480000000000004,230.59000000000003
21455,53086727,2023-02-05,,524.03
21470,53089607,2023-02-05,-176.88,700.3
21485,53091928,2023-02-05,,-13.099999999999994
21500,53107499,2023-02-05,,320.95
21515,53161068,2023-02-05,-470.22,41.62999999999988
21530,53170488,2023-02-05,,145.7
21545,53192110,2023-02-05,,588.04
21560,53204515,2023-02-05,,636.47
21575,53211412,2023-02-05,93.57,163.07999999999998
21590,53234515,2023-02-05,148.33,2336.27
21605,53240505,2023-02-05,,308.51
21620,53260868,2023-02-05,,1309.3200000000002
21635,53332086,2023-02-05,,175.07
21650,53366488,2023-02-05,,324.17
21665,53376344,2023-02-05,85.78,297.02
21680,53380359,2023-02-05,,-54.08999999999999
21695,53421312,2023-02-05,,742.4100000000001
21710,53496996,2023-02-05,-106.43,417.71
21725,53502347,2023-02-05,,-387.87
21740,53513558,2023-02-05,-700.4,-721.48
21755,53518299,2023-02-05,,837.69
21770,53538823,2023-02-05,-78.82,671.55
21785,53634705,2023-02-05,214.48000000000002,1067.6
21800,53665038,2023-02-05,,652.47
21815,53727603,2023-02-05,,733.98
21830,53753986,2023-02-05,,-926.7399999999998
21845,53754887,2023-02-05,,264.3
21860,53762957,2023-02-05,,144.66
21875,53764356,2023-02-05,,714.31
21890,53831793,2023-02-05,,799.66
21905,53845552,2023-02-05,,285.52
21920,53845615,2023-02-05,-47.51,549.53
21935,53858816,2023-02-05,-72.59,276.06
21950,53884266,2023-02-05,,21.72
21965,53884626,2023-02-05,,-819.5099999999999
21980,53887772,2023-02-05,,361.13
21995,53959112,2023-02-05,,103.99
22010,53960481,2023-02-05,,593.87
22025,53971767,2023-02-05,,772.6600000000001
22040,53977562,2023-02-05,,382.83
22055,54032229,2023-02-05,148.46,237.08
22070,54033811,2023-02-05,,134.66000000000005
22085,54067346,2023-02-05,,277.71
22100,54071589,2023-02-05,,648.5899999999999
22115,54137851,2023-02-05,-81.18,-50.510000000000005
22130,54154999,2023-02-05,-114.91,863.36
22145,54189995,2023-02-05,,485.33
22160,54230889,2023-02-05,,597.31
22175,54278560,2023-02-05,,-5.659999999999997
22190,54288062,2023-02-05,,-718.1400000000001
22205,54300071,2023-02-05,-24.189999999999998,1080.36
22220,54301151,2023-02-05,,408.16
22235,54307382,2023-02-05,,390.11
22250,54349805,2023-02-05,,755.6700000000001
22265,54377130,2023-02-05,124.37,442.06
22280,54377538,2023-02-05,,-314.7499999999999
22295,54405539,2023-02-05,,510.85
22310,54452317,2023-02-05,56.72,381.42
22325,54458410,2023-02-05,,843.54
22340,54541943,2023-02-05,,513.0600000000001
22355,54565625,2023-02-05,,541.72
22370,54570251,2023-02-05,,486.77
22385,54589543,2023-02-05,,-299.49
22400,54673873,2023-02-05,73.99,145.57
22415,54720837,2023-02-05,-142.54,157.16000000000005
22430,54786481,2023-02-05,,-49.81
22445,54824933,2023-02-05,-130.71,590.76
22460,54852109,2023-02-05,,521.7
22475,54868017,2023-02-05,,789.86
22490,54878364,2023-02-05,,165.48
22505,54910290,2023-02-05,,961.32
22520,54932317,2023-02-05,,394.18
22535,54937975,2023-02-05,,218.66
22550,54958511,2023-02-05,,454.61
22565,54958587,2023-02-05,,686.69
22580,54997427,2023-02-05,,788.22
22595,55009163,2023-02-05,123.78,559.58
22610,55022533,2023-02-05,-210.14,131.15000000000003
22625,55088029,2023-02-05,,1324.17
22640,55106431,2023-02-05,,773.6500000000001
22655,55122249,2023-02-05,,43.86
22670,55168205,2023-02-05,,379.92
22685,55304418,2023-02-05,,968.71
22700,55341552,2023-02-05,,2140.29
22715,55353228,2023-02-05,-540.8,382.58
22730,55397453,2023-02-05,,2331.25
22745,55398856,2023-02-05,,978.64
22760,55459151,2023-02-05,,289.11
22775,55472786,2023-02-05,,634.29
22790,55513887,2023-02-05,,531.52
22805,55552232,2023-02-05,,1106.46
22820,55590263,2023-02-05,,579.35
22835,55607955,2023-02-05,,274.23
22850,55714753,2023-02-05,,639.1600000000001
22865,55753843,2023-02-05,-147.75,218.7800000000001
22880,55791547,2023-02-05,,758.17
22895,55795603,2023-02-05,,-353.69000000000005
22910,55819086,2023-02-05,,1594.8000000000002
22925,55912413,2023-02-05,,284.03000000000003
22940,55916056,2023-02-05,,377.36
22955,55975906,2023-02-05,74.28,47.67999999999999
22970,55986027,2023-02-05,98.72,37.28
22985,55986093,2023-02-05,,586.34
23000,56041976,2023-02-05,,112.39
23015,56070421,2023-02-05,,221.7
23030,56094156,2023-02-05,,531.43
23045,56116199,2023-02-05,,450.83
23060,56120063,2023-02-05,,184.9
23075,56189750,2023-02-05,,365.48
23090,56297850,2023-02-05,52.34,258.13
23105,56422161,2023-02-05,,990.84
23120,56453199,2023-02-05,,534.16
23135,56458213,2023-02-05,,-1208.2
23150,56468624,2023-02-05,,582.7900000000001
23165,56483442,2023-02-05,,-1146.95
23180,56573058,2023-02-05,,304.31000000000006
23195,56609826,2023-02-05,174.96,189.2
23210,56723864,2023-02-05,,419.67
23225,56751728,2023-02-05,,388.11
23240,56759680,2023-02-05,,479.7
23255,56760248,2023-02-05,,584.5
23270,56842874,2023-02-05,,22.02
23285,56843498,2023-02-05,-1505.33,-666.77
23300,56875373,2023-02-05,,565.1899999999999
23315,56878640,2023-02-05,99.24,1085.25
23330,56899079,2023-02-05,,445.39
23345,56922739,2023-02-05,102.17,56.10000000000001
23360,56936624,2023-02-05,,2396.65
23375,56946115,2023-02-05,,252.91
23390,57027965,2023-02-05,-109.24,746.8900000000001
23405,57043647,2023-02-05,,631.6999999999999
23420,57063886,2023-02-05,,518.63
23435,57071366,2023-02-05,,1144.95
23450,57084496,2023-02-05,,1797.52
23465,57096259,2023-02-05,-829.15,-18.33000000000004
23480,57108303,2023-02-05,49.78,-890.3499999999999
23495,57121657,2023-02-05,54.79,1038.24
23510,57133159,2023-02-05,,734.4
23525,57145139,2023-02-05,-1233.7,-773.5799999999999
23540,57148382,2023-02-05,-155.64,437.83
23555,57160773,2023-02-05,119.28,545.88
23570,57186194,2023-02-05,-111.92,497.38000000000005
23585,57224848,2023-02-05,-77.0,-24.06000000000001
23600,57273397,2023-02-05,,403.21
23615,57300901,2023-02-05,,-832.7800000000001
23630,57302841,2023-02-05,,413.21
23645,57372684,2023-02-05,,597.76
23660,57395511,2023-02-05,,596.3
23675,57413609,2023-02-05,,219.01
23690,57426365,2023-02-05,-69.36999999999999,871.8
23705,57436108,2023-02-05,-129.49,-628.25
23720,57446648,2023-02-05,,721.5999999999999
23735,57450523,2023-02-05,,691.8199999999999
23750,57507102,2023-02-05,,290.03000000000003
23765,57584855,2023-02-05,,-45.510000000000005
23780,57610201,2023-02-05,,352.92
23795,57612494,2023-02-05,109.6,608.9
23810,57675131,2023-02-05,,613.14
23825,57687949,2023-02-05,,574.0999999999999
23840,57717550,2023-02-05,,722.15
23855,57790631,2023-02-05,,788.3000000000001
23870,57886631,2023-02-05,61.09,430.69000000000005
23885,57897038,2023-02-05,,525.7
23900,57941886,2023-02-05,,661.03
23915,57948925,2023-02-05,,-1366.6799999999998
23930,57975842,2023-02-05,,101.94
23945,58009817,2023-02-05,-56.62,957.54
23960,58099419,2023-02-05,144.17,177.62
23975,58126511,2023-02-05,-148.33,2421.95
23990,58176810,2023-02-05,113.3,201.41
24005,58182495,2023-02-05,-949.6,-726.03
24020,58216756,2023-02-05,,1433.72
24035,58249518,2023-02-05,,14.63
24050,58254002,2023-02-05,,2.8700000000000045
24065,58258401,2023-02-05,,1028.0
24080,58265755,2023-02-05,,577.83
24095,58290957,2023-02-05,,580.25
24110,58304487,2023-02-05,,43.89
24125,58305943,2023-02-05,,1081.99
24140,58306431,2023-02-05,,489.15
24155,58332273,2023-02-05,,299.3
24170,58345258,2023-02-05,,893.58
24185,58362636,2023-02-05,,89.45
24200,58384131,2023-02-05,-72.1,414.15
24215,58385320,2023-02-05,-407.65,285.87
24230,58400012,2023-02-05,,678.52
24245,58434725,2023-02-05,,230.51
24260,58458443,2023-02-05,,816.59
24275,58489789,2023-02-05,,325.08
24290,58491429,2023-02-05,-77.95,859.52
24305,58533748,2023-02-05,,377.37
24320,58547184,2023-02-05,83.83,1935.68
24335,58558145,2023-02-05,,495.35
24350,58586275,2023-02-05,,916.97
24365,58668564,2023-02-05,,707.43
24380,58683711,2023-02-05,41.55,-61.09000000000001
24395,58703801,2023-02-05,,520.81
24410,58720727,2023-02-05,-62.37,374.57
24425,58728550,2023-02-05,,212.46
24440,58785108,2023-02-05,,575.38
24455,58810775,2023-02-05,94.8,780.24
24470,58811985,2023-02-05,,616.7
24485,58822254,2023-02-05,,-1786.44
24500,58830897,2023-02-05,-110.92,644.84
24515,58837121,2023-02-05,-163.32,94.22
24530,58873428,2023-02-05,,191.58
24545,58874842,2023-02-05,,294.64
24560,58897654,2023-02-05,193.2,517.22
24575,58925998,2023-02-05,166.03,1021.48
24590,58930654,2023-02-05,,639.5
24605,58937028,2023-02-05,,626.96
24620,58995891,2023-02-05,,-105.84
24635,59110895,2023-02-05,,605.5
24650,59128512,2023-02-05,,558.91
24665,59135815,2023-02-05,,-122.9
24680,59152169,2023-02-05,67.34,286.44
24695,59167707,2023-02-05,,795.1099999999999
24710,59198134,2023-02-05,,122.62
24725,59201002,2023-02-05,,1033.14
24740,59235925,2023-02-05,,692.55
24755,59238438,2023-02-05,,118.07
24770,59252971,2023-02-05,85.62,889.27
24785,59265775,2023-02-05,74.37,907.18
24800,59379884,2023-02-05,81.18,220.72
24815,59405362,2023-02-05,-144.79,572.51
24830,59432049,2023-02-05,1121.5,2230.76
24845,59450573,2023-02-05,80.26,968.91
24860,59455653,2023-02-05,,12.38
24875,59510370,2023-02-05,,458.68000000000006
24890,59529922,2023-02-05,,386.66
24905,59575867,2023-02-05,,581.8
24920,59591324,2023-02-05,624.7800000000001,1134.43
24935,59640238,2023-02-05,129.51,1122.9299999999998
24950,59653557,2023-02-05,,543.15
24965,59663741,2023-02-05,231.32,942.61
24980,59684752,2023-02-05,-267.49,-372.51
24995,59705091,2023-02-05,,1573.1
25010,59737910,2023-02-05,,622.33
25025,59855808,2023-02-05,100.23,115.36
25040,59867000,2023-02-05,,178.9
25055,59876714,2023-02-05,,1540.9
25070,59933973,2023-02-05,,-114.08
25085,59961433,2023-02-05,907.1,1043.85
25100,59980709,2023-02-05,,872.49
25115,59984692,2023-02-05,-253.38,-349.1500000000001
25130,59989722,2023-02-05,,816.77
25145,60017511,2023-02-05,678.7,2520.11
25160,60114464,2023-02-05,,928.81
25175,60138058,2023-02-05,,859.0500000000001
25190,60184250,2023-02-05,1526.1,1556.67
25205,60189055,2023-02-05,-62.74,194.31999999999996
25220,60193174,2023-02-05,-27.15,1727.78
25235,60202402,2023-02-05,-963.3,-197.87999999999988
25250,60220702,2023-02-05,-102.96,796.78
25265,60222199,2023-02-05,,350.4
25280,60238192,2023-02-05,-62.49,270.88000000000005
25295,60367416,2023-02-05,154.98,648.9200000000001
25310,60371134,2023-02-05,,569.64
25325,60383549,2023-02-05,,306.82
25340,60417212,2023-02-05,471.4,-37.05000000000007
25355,60459342,2023-02-05,,588.73
25370,60522190,2023-02-05,,1017.07
25385,60659147,2023-02-05,,46.83000000000004
25400,60667043,2023-02-05,,-109.07000000000004
25415,60684197,2023-02-05,,714.22
25430,60707792,2023-02-05,99.42,316.27
25445,60711202,2023-02-05,,704.53
25460,60730902,2023-02-05,,4.079999999999984
25475,60751083,2023-02-05,105.83000000000001,91.14000000000004
25490,60755797,2023-02-05,,43.22
25505,60789634,2023-02-05,181.28,734.93
25520,60819695,2023-02-05,,-198.17
25535,60860851,2023-02-05,,-140.14999999999998
25550,60866500,2023-02-05,-116.03,329.96
25565,60916657,2023-02-05,-76.57,934.35
25580,60930856,2023-02-05,,266.53
25595,60955647,2023-02-05,,546.28
25610,60966485,2023-02-05,-151.29,757.5899999999999
25625,60996794,2023-02-05,,91.44
25640,61087394,2023-02-05,,234.5
25655,61101757,2023-02-05,,992.2
25670,61152319,2023-02-05,,313.61
25685,61178950,2023-02-05,,184.5
25700,61181609,2023-02-05,,-537.87
25715,61279456,2023-02-05,,781.0699999999999
25730,61419726,2023-02-05,,1240.79
25745,61423373,2023-02-05,,87.17
25760,61450849,2023-02-05,,116.48000000000002
25775,61493381,2023-02-05,-54.53,502.44000000000005
25790,61512912,2023-02-05,,328.0
25805,61555609,2023-02-05,,265.07
25820,61578713,2023-02-05,123.31,333.2
25835,61582769,2023-02-05,,412.53
25850,61593392,2023-02-05,,621.21
25865,61634340,2023-02-05,,-364.08
25880,61642813,2023-02-05,,864.95
25895,61644310,2023-02-05,-89.72,547.83
25910,61649729,2023-02-05,,822.48
25925,61661386,2023-02-05,,524.42
25940,61676204,2023-02-05,,237.51
25955,61682186,2023-02-05,,1114.81
25970,61687835,2023-02-05,,784.44
25985,61720005,2023-02-05,71.84,634.28
26000,61724951,2023-02-05,,689.65
26015,61781801,2023-02-05,,771.05
26030,61847987,2023-02-05,,949.87
26045,61860337,2023-02-05,-97.37,795.4
26060,61884944,2023-02-05,-997.4,-431.5199999999999
26075,61941956,2023-02-05,,24.22999999999999
26090,61979134,2023-02-05,,351.83
26105,61999896,2023-02-05,1582.1100000000001,2370.74
26120,62077439,2023-02-05,-166.03,512.74
26135,62141083,2023-02-05,168.21,289.87
26150,62147353,2023-02-05,,718.83
26165,62158499,2023-02-05,-821.8,-60.66999999999996
26180,62191488,2023-02-05,,805.03
26195,62213525,2023-02-05,,-851.83
26210,62222306,2023-02-05,,-1593.61
26225,62227017,2023-02-05,,306.03
26240,62251465,2023-02-05,,223.64
26255,62256127,2023-02-05,-151.27,633.12
26270,62276269,2023-02-05,,306.01000000000005
26285,62289297,2023-02-05,,802.44
26300,62320219,2023-02-05,204.01,382.41
26315,62332278,2023-02-05,,1090.4
26330,62362650,2023-02-05,181.57999999999998,495.5
26345,62412215,2023-02-05,,587.36
26360,62414886,2023-02-05,,381.53
26375,62470872,2023-02-05,,355.53
26390,62477219,2023-02-05,,715.67
26405,62511159,2023-02-05,,347.79
26420,62567104,2023-02-05,,-223.26
26435,62580854,2023-02-05,114.23,535.8199999999999
26450,62584374,2023-02-05,-101.23,362.96
26465,62671957,2023-02-05,,264.54
26480,62716405,2023-02-05,,714.02
26495,62746004,2023-02-05,,638.36
26510,62756075,2023-02-05,-61.84,1282.06
26525,62780588,2023-02-05,,366.79
26540,62862427,2023-02-05,19.27,388.0
26555,63014981,2023-02-05,-42.25,180.73
26570,63057168,2023-02-05,,264.21000000000004
26585,63102647,2023-02-05,,709.63
26600,63232279,2023-02-05,,-624.5399999999997
26615,63265361,2023-02-05,949.6,1097.29
26630,63280767,2023-02-05,-159.79,779.19
26645,63298193,2023-02-05,,259.55
26660,63301094,2023-02-05,,398.62
26675,63381038,2023-02-05,,541.91
26690,63405199,2023-02-05,,18.35
26705,63412767,2023-02-05,-137.46,318.97
26720,63486424,2023-02-05,167.77,699.3700000000001
26735,63534397,2023-02-05,,-138.85000000000002
26750,63556863,2023-02-05,-125.17,537.39
26765,63569270,2023-02-05,,949.8
26780,63635633,2023-02-05,,202.35
26795,63714888,2023-02-05,,77.26999999999998
26810,63746530,2023-02-05,986.7,1861.33
26825,63845700,2023-02-05,,504.22
26840,63863096,2023-02-05,-148.09,671.14
26855,63959769,2023-02-05,,1051.04
26870,63977699,2023-02-05,,140.44
26885,64034275,2023-02-05,,524.9
26900,64065043,2023-02-05,,245.44
26915,64093529,2023-02-05,,1031.45
26930,64108699,2023-02-05,,-169.73
26945,64123632,2023-02-05,,490.26
26960,64160490,2023-02-05,-62.88,192.87
26975,64167315,2023-02-05,69.19,214.3
26990,64168292,2023-02-05,,381.06
27005,64177019,2023-02-05,-17.88,203.49
27020,64226824,2023-02-05,-112.69,682.0999999999999
27035,64228624,2023-02-05,110.97,594.41
27050,64237458,2023-02-05,1398.67,1523.45
27065,64299012,2023-02-05,90.59,728.98
27080,64300289,2023-02-05,29.05,383.41
27095,64303157,2023-02-05,,689.06
27110,64305805,2023-02-05,-100.57,-1441.6699999999998
27125,64331821,2023-02-05,-145.08,374.54
27140,64402841,2023-02-05,109.7,800.38
27155,64411319,2023-02-05,,619.06
27170,64460080,2023-02-05,,-109.14
27185,64462046,2023-02-05,,847.04
27200,64486954,2023-02-05,-1628.22,-1250.22
27215,64526097,2023-02-05,,740.86
27230,64533535,2023-02-05,,427.38
27245,64571970,2023-02-05,,1502.74
27260,64590882,2023-02-05,-73.60000000000001,-1234.6899999999998
27275,64610632,2023-02-05,858.4,1692.96
27290,64683004,2023-02-05,-183.09,1086.75
27305,64716185,2023-02-05,,471.83
27320,64769583,2023-02-05,,2188.49
27335,64893719,2023-02-05,,662.5600000000001
27350,64901797,2023-02-05,,672.29
27365,64953936,2023-02-05,226.81,538.27
27380,64958880,2023-02-05,,938.91
27395,64979248,2023-02-05,46.87,80.83000000000001
27410,64990799,2023-02-05,,314.95
27425,65009032,2023-02-05,,1076.57
27440,65033625,2023-02-05,104.89,489.43
27455,65052411,2023-02-05,-80.22,797.28
27470,65097827,2023-02-05,109.24,410.31
27485,65125795,2023-02-05,,647.5400000000001
27500,65143384,2023-02-05,,353.72
27515,65159654,2023-02-05,-148.44,612.75
27530,65199307,2023-02-05,,1470.4499999999998
27545,65200379,2023-02-05,66.67,39.650000000000006
27560,65220738,2023-02-05,-1533.5,-1712.36
27575,65225040,2023-02-05,-102.18,724.24
27590,65280102,2023-02-05,,2.17
27605,65321237,2023-02-05,148.44,1154.58
27620,65380590,2023-02-05,70.44,722.44
27635,65429379,2023-02-05,,365.55
27650,65534206,2023-02-05,,200.63
27665,65579734,2023-02-05,,928.08
27680,65583532,2023-02-05,209.45,728.4100000000001
27695,65589565,2023-02-05,,321.99
27710,65596186,2023-02-05,,241.21
27725,65603779,2023-02-05,,968.68
27740,65606472,2023-02-05,,405.1
27755,65721172,2023-02-05,-257.44,-191.74
27770,65724980,2023-02-05,,374.36
27785,65754176,2023-02-05,,672.5899999999999
27800,65782923,2023-02-05,118.02,311.45
27815,65804470,2023-02-05,,545.76
27830,65815967,2023-02-05,,85.13000000000001
27845,65926576,2023-02-05,,170.95
27860,65988118,2023-02-05,,704.65
27875,66008535,2023-02-05,,462.1
27890,66022888,2023-02-05,,747.0899999999999
27905,66044567,2023-02-05,159.59,950.91
27920,66152145,2023-02-05,-83.4,-409.84
27935,66168472,2023-02-05,98.07,72.87000000000002
27950,66175264,2023-02-05,,765.91
27965,66187843,2023-02-05,,586.2900000000001
27980,66239954,2023-02-05,83.4,626.12
27995,66257438,2023-02-05,-28.46,953.1
28010,66283493,2023-02-05,,612.88
28025,66332583,2023-02-05,-184.86,56.42999999999998
28040,66341438,2023-02-05,-1625.6,-940.54
28055,66390683,2023-02-05,-81.42999999999999,-236.42
28070,66416254,2023-02-05,653.26,596.39
28085,66445304,2023-02-05,75.86,403.64
28100,66449974,2023-02-05,65.31,860.9000000000001
28115,66504443,2023-02-05,-45.47,355.99
28130,66521788,2023-02-05,16.879999999999995,90.9
28145,66556141,2023-02-05,-33.96,654.41
28160,66586860,2023-02-05,,2011.21
28175,66601462,2023-02-05,,361.46
28190,66624477,2023-02-05,,521.98
28205,66667727,2023-02-05,-104.58,418.17
28220,66681692,2023-02-05,,1254.41
28235,66700123,2023-02-05,,-1111.51
28250,66704269,2023-02-05,159.34,1374.87
28265,66706067,2023-02-05,,-120.25
28280,66729131,2023-02-05,87.07,-78.92999999999999
28295,66896515,2023-02-05,-202.48,1176.14
28310,66914990,2023-02-05,137.98,804.4
28325,66930564,2023-02-05,-174.96,139.34999999999997
28340,66954664,2023-02-05,-202.11,410.02
28355,67029298,2023-02-05,,987.9
28370,67056187,2023-02-05,,291.12
28385,67090449,2023-02-05,,693.28
28400,67102224,2023-02-05,,849.09
28415,67104073,2023-02-05,,522.58
28430,67147649,2023-02-05,106.43,1487.84
28445,67153119,2023-02-05,,672.3199999999999
28460,67157564,2023-02-05,,1719.15
28475,67190209,2023-02-05,,642.01
28490,67270354,2023-02-05,-139.91,535.0
28505,67283010,2023-02-05,143.73,1215.69
28520,67392638,2023-02-05,88.71000000000001,1513.72
28535,67400117,2023-02-05,,813.73
28550,67434874,2023-02-05,80.66,756.49
28565,67464890,2023-02-05,,81.27
28580,67466632,2023-02-05,-1317.7,-840.8900000000001
28595,67489489,2023-02-05,,257.17999999999995
28610,67490657,2023-02-05,-18.89,411.13000000000005
28625,67502738,2023-02-05,,185.72
28640,67532228,2023-02-05,-21.540000000000006,1557.52
28655,67541253,2023-02-05,81.2,511.19
28670,67561762,2023-02-05,,447.58
28685,67571676,2023-02-05,,491.88
28700,67635951,2023-02-05,,786.7
28715,67674594,2023-02-05,,187.32
28730,67679622,2023-02-05,,773.4
28745,67716893,2023-02-05,69.16,413.31
28760,67805276,2023-02-05,,431.12
28775,67837998,2023-02-05,63.7,376.6
28790,67862200,2023-02-05,,822.54
28805,67902154,2023-02-05,,167.67000000000002
28820,67909830,2023-02-05,,639.55
28835,67911201,2023-02-05,,707.24
28850,67911677,2023-02-05,,875.0999999999999
28865,67938929,2023-02-05,,791.17
28880,67961706,2023-02-05,95.84,665.34
28895,67987326,2023-02-05,,10.48999999999998
28910,68051701,2023-02-05,,-95.05999999999996
28925,68104946,2023-02-05,,925.71
28940,68153614,2023-02-05,,1046.17
28955,68189902,2023-02-05,-28.540000000000006,358.32
28970,68198696,2023-02-05,27.36,1006.82
28985,68239576,2023-02-05,100.33,403.37
29000,68262083,2023-02-05,,758.0799999999999
29015,68275028,2023-02-05,,868.6700000000001
29030,68294036,2023-02-05,,304.19
29045,68294645,2023-02-05,,423.41
29060,68311266,2023-02-05,139.91,118.01
29075,68315462,2023-02-05,-29.59,1208.7
29090,68346907,2023-02-05,74.21,-17.50999999999999
29105,68393439,2023-02-05,104.42,850.4799999999999
29120,68423238,2023-02-05,80.22,1053.16
29135,68483071,2023-02-05,-1580.8,-3677.62
29150,68484031,2023-02-05,-1444.7099999999998,-537.8599999999999
29165,68552857,2023-02-05,,359.36
29180,68552994,2023-02-05,,453.3
29195,68558850,2023-02-05,,1757.61
29210,68579203,2023-02-05,,149.39
29225,68680764,2023-02-05,,1086.87
29240,68683403,2023-02-05,63.32,737.82
29255,68689742,2023-02-05,,45.41
29270,68708795,2023-02-05,-109.76,-208.92999999999995
29285,68721707,2023-02-05,,1014.23
29300,68775529,2023-02-05,,1798.5700000000002
29315,68786878,2023-02-05,,556.31
29330,68793483,2023-02-05,,-96.96999999999991
29345,68798691,2023-02-05,-124.83,574.24
29360,68800062,2023-02-05,-126.98999999999998,119.62
29375,68836810,2023-02-05,,132.76999999999998
